# This file contains the data of initial population
# of objectives = 2, # of constraints = 0, # of real_var = -1, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
POP SIZE: 80
6.426693e-02	-8.233541e-02	2 14 16 6 3 10 11 17 9 18 1 3 1 4 5 1 2 9 14 1 3 9 9 13 5 6 7 13 10 12 18 1 15 11 
2.383300e-02	-5.872446e-02	9 14 15 19 10 11 24 20 15 10 6 16 19 26 27 28 11 9 8 31 14 25 32 1 34 5 23 12 31 28 29 14 13 15 
4.100920e-02	-2.805053e-01	2 3 4 3 3 2 1 1 2 2 3 2 3 2 3 2 1 2 3 4 3 3 4 2 4 2 2 2 1 1 4 1 1 3 
6.147272e-02	-7.422657e-02	3 21 15 13 11 11 21 15 22 14 21 24 20 10 11 25 20 15 10 16 17 24 10 16 13 5 2 9 8 24 29 10 7 1 
5.851414e-02	-7.803278e-02	12 16 1 18 13 12 23 15 5 2 23 2 7 5 5 4 24 3 17 4 19 14 3 5 3 23 16 17 8 13 9 17 13 7 
7.396450e-03	-1.182739e-01	14 13 13 9 11 14 8 13 13 6 12 12 10 14 14 12 10 5 6 14 9 9 3 13 3 4 11 4 12 15 15 12 13 3 
9.204471e-03	-7.791091e-02	9 2 10 10 4 18 6 15 6 10 17 9 10 5 11 4 7 2 12 17 3 13 1 3 19 8 6 1 5 4 6 14 5 13 
-2.301118e-03	-7.242494e-02	15 26 9 5 21 31 30 12 14 17 3 16 2 5 3 27 30 7 17 26 26 31 6 31 9 5 22 15 28 22 11 11 3 22 
4.380342e-02	-6.938939e-02	23 9 25 23 26 5 3 21 10 26 17 22 28 11 3 22 13 5 17 10 20 13 10 27 26 5 15 27 22 24 21 30 19 12 
5.095332e-02	-6.659274e-02	7 6 9 28 29 11 33 4 24 10 17 25 10 9 29 24 30 1 4 32 8 13 29 28 29 25 11 21 10 8 15 16 19 22 
5.966469e-02	-2.806797e-01	4 4 4 3 2 4 2 1 1 4 2 4 4 2 4 4 3 3 2 4 1 1 1 1 1 3 2 2 4 3 2 1 2 4 
5.859632e-02	-9.049153e-02	10 7 15 5 2 15 9 17 2 7 16 16 9 6 2 6 2 4 10 8 2 3 4 18 8 8 9 12 11 18 12 6 7 9 
2.473702e-02	-8.279246e-02	9 4 18 7 14 18 14 4 3 5 1 6 6 11 1 1 7 1 21 11 7 4 2 15 7 18 22 13 10 16 17 9 14 2 
9.590730e-02	-1.748975e-01	4 6 3 3 5 6 1 6 2 5 6 6 2 5 3 5 7 1 2 4 2 2 5 6 4 1 5 1 1 3 3 5 1 1 
2.843524e-02	-1.620567e-01	5 7 8 1 1 3 8 9 7 9 2 5 5 7 8 6 6 5 9 8 4 2 8 8 4 1 8 8 8 7 1 5 7 7 
3.673570e-02	-6.695250e-02	14 19 23 10 4 6 15 17 26 1 27 2 7 24 8 24 27 1 11 6 2 20 21 27 13 21 22 23 14 3 15 13 13 27 
6.229454e-02	-1.372469e-01	8 10 3 7 3 8 9 9 8 3 5 10 10 9 10 6 1 6 6 2 9 8 6 2 9 6 6 2 9 1 7 7 8 5 
1.783366e-02	-5.376520e-01	2 1 2 2 2 2 1 2 2 2 2 2 2 2 2 1 2 1 2 2 1 1 2 2 2 1 1 1 1 2 1 1 1 2 
0.000000e+00	-9.997682e-01	1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
6.533531e-02	-8.097412e-02	5 9 5 4 12 9 13 6 19 14 11 22 20 20 9 14 17 15 13 20 14 15 6 11 21 17 17 6 4 1 12 2 22 12 
1.314924e-02	-5.118853e-01	1 1 2 2 2 1 1 2 1 2 1 2 1 2 2 2 2 1 2 2 2 1 1 2 2 1 1 2 1 2 2 1 2 1 
6.665023e-02	-6.016298e-02	4 10 6 3 22 11 17 1 17 2 14 29 1 24 12 17 30 30 25 27 18 3 6 7 28 26 13 27 19 15 7 7 10 24 
3.632479e-02	-1.136321e-01	1 5 3 1 4 8 1 3 12 8 8 8 6 9 6 4 7 4 9 10 10 5 6 2 6 11 4 1 1 11 2 4 6 5 
3.583169e-02	-1.187869e-01	13 9 6 12 10 10 6 1 12 3 10 2 7 10 2 5 5 8 7 13 4 10 7 7 3 1 7 7 7 9 9 2 10 4 
7.075937e-02	-8.320378e-02	4 11 14 12 24 22 14 10 18 19 20 25 8 24 2 14 14 8 4 16 3 18 5 14 15 9 14 12 17 3 18 8 20 4 
4.289941e-02	-1.315887e-01	6 5 9 1 2 9 1 1 7 8 4 2 5 1 1 9 2 3 7 3 6 3 8 3 9 9 4 6 6 4 5 2 5 6 
1.240960e-02	-9.360557e-02	8 14 8 9 14 2 11 10 3 14 10 13 9 8 4 1 12 12 7 14 13 11 7 7 3 6 5 11 9 2 4 11 12 7 
7.232084e-02	-2.310693e-01	1 4 5 4 2 4 1 1 1 2 5 1 1 5 4 4 5 1 1 5 3 2 4 5 3 1 5 4 2 3 4 4 2 5 
5.481591e-02	-6.015902e-02	8 25 28 17 24 10 8 11 27 18 15 4 16 15 22 9 26 10 19 10 3 25 21 6 14 7 12 5 10 1 14 13 26 25 
8.547009e-02	-7.644289e-02	30 10 17 28 14 17 29 9 18 9 19 22 22 14 3 28 28 15 4 28 18 18 31 30 19 26 12 10 24 6 30 28 21 25 
5.202170e-02	-5.051490e-01	1 2 1 1 2 2 1 2 1 1 2 2 2 2 1 1 1 1 2 1 2 1 1 1 1 1 2 2 2 2 2 2 1 2 
9.064760e-02	-6.900227e-02	20 13 4 19 14 4 1 8 13 6 22 25 12 17 8 6 7 7 10 16 23 22 25 3 19 23 25 11 20 5 8 9 11 4 
7.264957e-02	-8.374907e-02	7 18 17 17 13 13 18 4 3 24 23 6 11 25 16 4 1 25 13 10 24 21 12 1 4 12 8 7 4 18 17 17 22 12 
3.952991e-02	-5.036905e-01	2 1 2 1 1 1 2 1 2 1 2 1 1 2 2 1 1 1 2 2 1 1 1 2 2 1 1 2 2 2 2 2 2 1 
2.827087e-02	-7.350862e-02	12 12 28 4 18 8 26 1 16 19 12 3 7 6 13 7 27 12 15 20 17 13 19 15 22 3 22 10 13 6 15 21 13 1 
2.391519e-02	-7.471843e-02	18 28 21 17 15 7 2 3 8 25 7 19 8 26 8 28 29 18 23 21 26 8 21 15 11 27 28 14 15 15 6 10 22 25 
3.887245e-02	-1.856891e-01	7 8 7 7 7 3 1 5 7 7 8 7 9 5 1 2 5 3 2 7 3 5 1 7 5 7 9 4 2 1 5 7 6 4 
5.432281e-02	-6.092244e-02	19 21 5 20 5 6 14 13 23 15 4 15 26 17 29 13 23 24 25 27 8 8 4 8 11 33 5 1 14 18 26 3 10 4 
4.725510e-02	-6.587524e-02	18 14 6 5 20 20 18 14 29 10 23 16 24 30 3 23 17 9 12 28 13 6 29 13 4 12 20 30 26 1 4 20 22 16 
4.051611e-02	-1.620678e-01	2 3 6 7 7 1 7 7 1 7 7 3 3 5 7 5 5 3 1 7 6 1 5 5 4 8 6 5 4 3 1 2 8 8 
5.284352e-02	-1.433140e-01	6 3 1 1 2 8 4 10 5 5 4 9 10 4 4 4 9 3 9 3 5 6 1 4 4 1 10 7 9 4 6 4 7 2 
6.147272e-02	-7.409049e-02	2 11 20 10 13 20 28 18 1 3 25 13 1 4 6 15 1 17 16 11 11 15 10 21 30 5 18 10 28 15 27 20 11 23 
6.393820e-02	-8.428606e-02	7 5 11 9 7 16 3 14 6 2 23 2 19 18 15 17 7 15 19 6 23 19 4 14 3 4 4 4 21 15 7 23 13 14 
6.213018e-02	-7.405413e-02	11 32 25 19 7 18 22 12 15 1 2 17 18 9 18 1 32 2 25 31 11 6 22 7 9 18 23 21 21 6 21 12 6 34 
4.018738e-02	-8.301053e-02	20 14 6 19 25 2 1 19 9 24 25 15 14 4 15 24 23 14 19 7 14 16 22 22 2 3 19 14 12 16 4 24 13 1 
