# This file contains the data of final population
# of objectives = 2, # of constraints = 0, # of real_var = -1, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
POP SIZE: 80
-4.020381e-01	-4.003214e-01	3 2 2 2 3 3 3 2 1 2 3 2 2 2 1 1 3 2 1 2 1 2 1 1 1 1 1 1 1 1 1 1 1 1 
0.000000e+00	-9.997682e-01	1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
-2.268245e-02	-8.960707e-01	1 2 1 1 2 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
0.000000e+00	-9.997682e-01	1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
-4.306377e-02	-8.493680e-01	1 1 2 1 2 1 2 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
-2.268245e-02	-8.950236e-01	1 1 1 1 2 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
-6.870480e-02	-8.049986e-01	3 3 3 3 3 4 4 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 
-2.731755e-01	-5.610921e-01	2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 2 2 1 2 1 2 1 1 2 2 1 2 2 1 1 2 1 1 
-1.328074e-01	-7.562907e-01	3 4 3 4 5 3 3 4 4 4 3 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 
-9.393491e-02	-7.591055e-01	2 1 1 1 2 1 2 1 1 1 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
-3.036654e-01	-5.531005e-01	1 1 1 2 1 1 1 1 2 1 1 1 1 1 2 2 1 1 2 1 2 1 2 2 1 1 2 1 1 2 2 1 2 2 
-3.726989e-01	-4.563665e-01	5 5 5 5 5 5 5 5 4 3 5 5 5 5 3 3 5 5 3 4 3 5 3 3 3 3 3 3 3 3 4 3 3 3 
-3.717949e-01	-5.036068e-01	4 4 4 4 4 4 4 4 5 4 4 4 4 4 5 5 4 4 5 4 5 4 5 5 5 5 5 5 5 5 5 5 5 5 
-2.070184e-01	-6.277995e-01	1 2 2 2 1 1 1 2 2 2 1 1 2 2 2 2 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 
-2.560815e-01	-5.910230e-01	3 3 3 3 3 3 4 3 3 3 3 3 3 3 4 4 3 3 4 3 4 3 4 4 3 3 4 3 3 4 3 3 4 4 
-6.870480e-02	-8.404935e-01	1 1 1 1 1 2 2 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
-2.714497e-01	-5.736275e-01	1 2 1 1 1 1 1 1 2 1 1 1 1 1 1 2 1 1 2 1 2 1 2 2 1 1 2 1 1 2 2 1 2 2 
-4.462525e-02	-8.419244e-01	1 1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
-1.517916e-01	-7.166869e-01	4 3 3 3 4 4 4 3 3 3 4 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 
-2.209073e-01	-6.025712e-01	3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 2 3 3 2 3 2 3 2 2 3 3 2 3 3 2 3 3 2 2 
