657
34
0 1 1 1 1 1 1 1 1 0 1 1 1 1 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0
1 0 1 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0
1 1 0 1 0 0 0 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0
1 1 1 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1
0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1
0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1
1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1
1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 1 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1
0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1
0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 1
0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 1 1
0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 1 0 1 0 1 1 0 0 0 0 0 1 1 1 0 1
0 0 0 0 0 0 0 0 1 1 0 0 0 1 1 1 0 0 1 1 1 0 1 1 0 0 1 1 1 1 1 1 1 0

1.40E+01 1.00E+01 9.859707353 9.99E+00 9.97E+00 11.34994736 8.5308 12.4110 9.656397265 10.97215837 8.627758234 9.487793614 9.686207147 10.23120394 9.936190556 10.50100893 10.26495679 8.8444153 9.053164712 9.509036835 8.491498789 8.901367635 10.04775831 6.922711311 11.06904862 10.73701555 9.390803782 10.12834046 9.093313765 9.824410509 9.160306408 10.48610914 10.51990062 12.05482568
1.00E+01 1.21E+01 9.328869516 9.90E+00 9.35E+00 10.27792196 8.6345 11.8596 10.16168253 10.81246044 7.843272534 7.977463161 8.769980759 9.866627873 10.05040551 9.163901161 8.793240377 8.219906673 8.13316982 9.529765065 6.668616947 8.104282469 9.071185104 8.303729515 11.3928431 8.932219169 9.414781965 10.23013776 8.451827925 10.39222225 7.151986754 9.007518974 9.022114634 10.01624066
9.86E+00 9.33E+00 11.16314362 8.69E+00 8.46E+00 9.461868589 7.6378 11.0855 8.943386585 9.515275524 7.118306301 6.684034162 8.450611764 8.565026444 8.65123626 9.061891978 8.098788679 7.640690899 7.888152755 8.44937532 7.341768429 7.819046052 8.833545791 6.214686216 10.01268357 8.655702165 8.320588482 8.271453414 7.565994751 9.245179924 7.184209696 8.420778857 7.36854338 10.13812419
9.99E+00 9.90E+00 8.685857018 1.23E+01 9.28E+00 9.613032931 9.0174 13.2171 9.787201076 10.3647783 7.543140322 8.178033132 7.428205159 10.06831832 9.835700058 9.033295162 10.17461322 8.36811722 8.912724548 10.0004161 7.60778532 9.361557886 9.05589605 7.72961025 11.18724306 8.88671192 8.889860973 10.43799175 8.844027737 9.512312791 7.604856713 9.567706112 9.188666368 11.475846
9.97E+00 9.35E+00 8.461971767 9.28E+00 1.15E+01 9.636107207 8.9380 12.4961 8.123979926 10.02450545 6.551478984 8.069559229 7.863556237 9.846420171 8.894875566 9.282298791 8.517300764 8.026237587 8.400692769 9.636206563 8.227711333 8.094837685 8.458145703 6.796416883 10.87162159 8.299881623 7.837198483 9.205665775 8.800805674 9.485416819 6.987292578 9.757289088 9.452467808 11.12269062
1.13E+01 1.03E+01 9.461868589 9.61E+00 9.64E+00 12.07347081 9.1347 11.9318 9.610198724 11.08158882 8.05380232 8.508400216 8.980554199 9.361231314 9.633808069 9.598529847 9.11726897 8.684437785 8.634514114 9.111465467 8.442056489 8.736958154 9.50171357 7.214838552 10.6818799 9.593048948 9.068495331 9.748967553 8.813195841 9.954303193 8.059715036 9.171964424 9.310894394 10.58937028
8.53E+00 8.63E+00 7.637803612 9.02E+00 8.94E+00 9.134728722 10.7259 11.1936 8.128859735 9.763999576 7.029596017 7.111510196 6.873462007 7.668248519 9.010254833 8.395032742 8.253980592 7.713675519 7.725101725 8.650533594 6.449842304 8.063648954 7.718275626 7.20537613 10.18717735 7.744953266 7.259987957 8.668362569 7.574568293 8.384304581 6.606711135 7.877521395 8.187039942 9.896607051
1.24E+01 1.19E+01 11.08550557 1.32E+01 1.25E+01 11.93182424 11.1936 17.6535 10.8022215 12.8799274 9.996400947 9.877090514 9.607842343 12.27023654 11.78815416 12.35686228 11.77229573 10.38886573 10.91792301 11.85689295 10.44106256 11.87359481 11.94602634 9.971052665 13.80076323 11.09717667 11.44610959 12.28713011 11.33490898 11.31576684 9.52222201 12.42760173 11.31380236 14.48456817
9.66E+00 1.02E+01 8.943386585 9.79E+00 8.12E+00 9.610198724 8.1289 10.8022 11.15884053 10.08601223 7.502651119 7.5169337 8.316138799 8.710010383 9.20044728 8.688618638 8.98926999 7.484564864 7.685890062 8.202542307 6.715956939 7.39163451 8.308776587 7.060755449 10.3234157 8.222361411 8.514329501 8.790827972 7.697914809 9.193192665 7.272033562 8.358235145 8.468387788 9.617000576
10.97215837 10.81246044 9.515275524 10.3647783 10.02450545 11.08158882 9.7640 12.8799 10.08601223 13.7248166 8.840264786 8.604268641 9.266883009 9.957092951 10.91369747 10.67480992 10.37324843 8.852830871 9.226261935 10.01651186 7.566859954 9.444297824 9.498830152 8.261542214 11.40969048 9.78827608 8.454757605 10.76526458 8.972534618 10.22154109 7.821593428 9.543529673 10.46984107 11.39492435
